Number,Name,Country,State,City,District,Closest/Event1,Event2,Event3,Event4,W.E.C.,W.E.2,W.E.3,W.E.4,W.E.5,W.E.6,Rand1,Rand2,Rand3,R@E2,R@E4,SC12,SC13,SC23
494,Martians,USA,Michigan,Goodrich,FIM,MIKE2,MIHIG,*,,2,5,,,,,0.09000949071,,,0,,-3,,
496,Royals,USA,New York,Port Jefferson,Regional,NYHE,*,,,3,,,,,,0.8465115432,,,,,3,,
498,The Cobra Commanders,USA,Arizona,Glendale,Regional,AZSC,CAP1,CASF,*,2,1,4,,,,0.7514167329,0.5236628819,,0,0,1,-2,-3
501,The PowerKnights,USA,New Hampshire,Manchester/Goffstown,NE,NHSAL,MABRI,*,,5,3,,,,,0.6865750121,,,2,,2,,
503,Frog Force,USA,Michigan,Novi,FIM,MILIV,MIALP,INMIS,*,2,5,3,,,,0.739599996,0.7305886846,,1,3,-3,-1,2
509,Red Storm,USA,New Hampshire,Bedford,NE,NHSAL,NHDUR,*,,5,2,,,,,0.02512823434,,,1,,3,,
514,Entropy,USA,New York,Miller Place,Regional,NYHE,NYAL,*,,3,4,,,,,0.9437632825,,,0,,-1,,
525,Swartdogs,USA,Iowa,Cedar Falls,Regional,IACF,WILC,*,,4,6,,,,,0.173284612,,,0,,-2,,
527,Red Dragons,USA,New York,Massapequa,Regional,NYHE,NYRO,*,*,3,6,,,,,0.6313939352,0.09479308209,,0,,-3,3,6
533,The PSIcotics,USA,New York,Lindenhurst,Regional,NYHE,NYRO,*,,3,6,,,,,0.3488713654,,,0,,-3,,
537,Charger Robotics,USA,Wisconsin,Sussex,Regional,WIMI,WILC,*,,3,6,,,,,0.469436373,,,0,,-3,,
538,Renaissance Robotics,USA,Alabama,Athens,Regional,ALHU,TNKN,*,,4,1,,,,,0.5165331277,,,0,,3,,
539,Titan Robotics,USA,Virginia,Richmond,CHS,VAGLE,VAASH,*,,3,2,,,,,0.6719230622,,,9,,1,,
540,TALON 540 Godwin Robotics,USA,Virginia,Henrico,CHS,VAGLE,VAPOR,*,,3,4,,,,,0.3301014974,,,11,,-1,,
545,ROBO-DAWGS,USA,New York,Levittown,Regional,NYHE,*,,,3,,,,,,0.5301626122,,,,,3,,
547,Falcon Engineering And Robotics,USA,Tennessee,Fayetteville,Regional,ALHU,*,,,4,,,,,,0.183569027,,,,,4,,
548,Robostangs,USA,Michigan,Northville,FIM,MILIV,MIMID,*,,2,5,,,,,0.7172089582,,,1,,-3,,
554,The Blue Grease Crew,USA,Kentucky,Ft. Thomas,Regional,OHCI,*,,,6,,,,,,0.8147842283,,,,,6,,
555,Montclair Robotics,USA,New Jersey,Montclair,FMA,NJFLA,NJALL,*,,3,4,,,,,0.4379657344,,,4,,-1,,
558,Elm City Robo Squad,USA,Connecticut,New Haven,NE,CTWAT,CTHAR,RIKIN,*,1,2,5,,,,0.1206796536,0.42738117,,2,0,-1,-4,-3
564,Longwood RoboLions,USA,New York,Middle Island,Regional,NYHE,NYAL,*,,3,4,,,,,0.6583931433,,,0,,-1,,
568,Nerds of the North,USA,Alaska,Anchorage,Regional,BCVI,*,,,1,,,,,,0.8744952513,,,,,1,,
569,Rambots 569,USA,New York,Westbury,Regional,NYHE,*,,,3,,,,,,0.9959823985,,,,,3,,
571,Team Paragon Robotics,USA,Connecticut,Windsor,NE,CTHAR,MASPR,*,,2,3,,,,,0.3147295163,,,3,,-1,,
573,Mech Warriors,USA,Michigan,Bloomfield Hills,FIM,MITR1,MIREN,*,,2,1,,,,,0.108671393,,,0,,1,,
578,R-cubed - Red Raider Robotics,USA,New York,Fairport,Regional,NYRO,PAPI,*,,6,2,,,,,0.1737299657,,,0,,4,,
581,Blazing Bulldogs,USA,California,San Jose,Regional,CASJ,CAFR,CAP1,*,3,2,1,,,,0.5660465401,0.3475779006,,0,0,1,2,1
587,The Hedgehogs,USA,North Carolina,Hillsborough,FNC,NCCHA,NCASH,*,,1,5,,,,,0.592835752,,,4,,-4,,
589,Falkon Robotics,USA,California,La Crescenta,Regional,CALA,CAP1,*,,3,1,,,,,0.7259864014,,,0,,2,,
590,Chahta Warriors,USA,Mississippi,Choctaw,Regional,MSLA,*,,,3,,,,,,0.6333489522,,,,,3,,
597,The Wolverines,USA,California,Los Angeles,Regional,CALA,CACM,,,3,4,,,,,0.3384535311,0.8256291221,,0,,-1,3,4
599,The Robodox,USA,California,Granada Hills,Regional,CALA,CAAV,*,,3,6,,,,,0.2315003959,,,0,,-3,,
601,BayBots,USA,New York,Hampton Bays,Regional,NYHE,*,,,3,,,,,,0.7381597453,,,,,3,,
604,Quixilver,USA,California,San Jose,Regional,CASJ,CAEG,CASE,*,3,5,1,,,,0.5947797256,0.9876490453,,0,0,-2,2,4
610,Crescent Coyotes,Canada,Ontario,Toronto,ONT,ONTOR,ONWIN,*,,2,1,,,,,0.1171672349,,,5,,1,,
611,Saxons,USA,Virginia,Mc Lean,CHS,VAFAL,VAPOR,*,,3,4,,,,,0.2209332808,,,11,,-1,,
612,Chantilly Robotics,USA,Virginia,Chantilly,CHS,VAFAL,VAPOR,*,,3,4,,,,,0.5506205976,,,11,,-1,,
614,Night Hawks,USA,Virginia,Alexandria,CHS,VAFAL,MDSEV,*,,3,2,,,,,0.104634233,,,8,,1,,
617,Enginerds,USA,Virginia,Highland Springs ,CHS,VAGLE,VAASH,*,,3,2,,,,,0.0128344919,,,9,,1,,
619,Cavalier Robotics,USA,Virginia,Charlottesville,CHS,VAGLE,VAASH,NCMEC,*,3,2,4,,,,0.8359629309,0.904495937,,9,8,1,-1,-2
620,Warbots,USA,Virginia,Vienna,CHS,VAFAL,MDOWI,*,,3,1,,,,,0.4116153347,,,3,,2,,
623,Oakton Cougar Robotics,USA,Virginia,Vienna,CHS,VAFAL,VAPOR,*,,3,4,,,,,0.3856904399,,,11,,-1,,
624,CRyptonite,USA,Texas,Katy,FIT,TXKAT,TXWAC,*,,3,1,,,,,0.7963228615,,,1,,2,,
639,Code Red Robotics,USA,New York,Ithaca,Regional,NYRO,NYAL,*,,6,4,,,,,0.50184745,,,0,,2,,
640,Edison Robotics,USA,New York,Jamaica,Regional,NYHE,*,,,3,,,,,,0.9857584903,,,,,3,,
648,QC ELITE Flaming Squirrels,USA,Illinois,Moline,Regional,ILPE,IACF,*,,6,4,,,,,0.03772572791,,,0,,2,,
649,MSET Fish,USA,California,Saratoga,Regional,CASJ,CABE,CAP1,*,3,6,1,,,,0.3070995513,0.6449684123,,0,0,-3,2,5
662,Rocky Mountain Robotics,USA,Colorado,USAF Academy,Regional,CODE,OKOK,*,,6,2,,,,,0.8114612148,,,0,,4,,
663,Power Sharks,USA,Massachusetts,Whitinsville,NE,MAWOR,MAREV,*,,4,1,,,,,0.3440123273,,,2,,3,,
668,The Apes of Wrath,USA,California,San Jose,Regional,CASJ,CASE,*,,3,1,,,,,0.02047848809,,,0,,2,,
670,Homestead Robotics,USA,California,Cupertino,Regional,CASJ,AZTE,*,,3,6,,,,,0.2336205064,,,0,,-3,,
677,Murphy's Outlaws,USA,Ohio,Columbus,Regional,OHCI,PAPI,*,,6,2,,,,,0.9497472287,,,0,,4,,
686,Bovine Intervention,USA,Maryland,Frederick,CHS,MDOWI,MDSEV,*,,1,2,,,,,0.316658551,,,8,,-1,,
687,The Nerd Herd,USA,California,Carson,Regional,CALA,CAAV,CAP1,*,3,6,1,,,,0.01105397293,0.6005902322,,0,0,-3,2,5
691,Project 691 Robotics,USA,California,Stevenson Ranch,Regional,CAAV,CAP2,*,,6,2,,,,,0.7870004446,,,0,,4,,
694,StuyPulse,USA,New York,New York,Regional,NYNY,FLTA,MNDU2,*,2,4,5,,,,0.7119890297,0.321638089,,0,0,-2,-3,-1
695,Bison Robotics,USA,Ohio,Beachwood,Regional,OHCL,OHCI,*,*,3,6,,,,,0.3755528256,0.008751995465,,0,,-3,3,6
696,Circuit Breakers,USA,California,La Crescenta,Regional,CALA,AZTE,CAEG,*,3,6,5,,,,0.2993785157,0.133519263,,0,0,-3,-2,1
698,Hamilton Microbots,USA,Arizona,Chandler,Regional,AZTE,AZSC,*,,6,2,,,,,0.2745862956,,,0,,4,,
701,RoboVikes,USA,California,Fairfield,Regional,CABE,CAEG,CAP2,*,6,5,2,,,,0.7643702934,0.6774458069,,0,0,1,4,3
702,Bagel Bytes,USA,California,Culver City,Regional,CALA,CALJ,*,,3,5,,,,,0.2129285041,,,0,,-2,,
706,Cyberhawks,USA,Wisconsin,Hartland,Regional,WIMI,MNDU1,*,,3,5,,,,,0.9878467512,,,0,,-2,,
708,Hatters Robotics,USA,Pennsylvania,Horsham,FMA,PAHOR,PABEN,NJTAB,*,4,2,1,,,,0.3466577675,0.02328420555,,0,5,2,3,1
709,Femme Tech Fatale,USA,Pennsylvania,Bryn Mawr,FMA,PAPHI,PAHOR,*,,3,4,,,,,0.7884542162,,,4,,-1,,
714,Panthera,USA,New Jersey,Newark,FMA,NJFLA,NJWAS,NJALL,*,3,1,4,,,,0.9662433349,0.3666868192,,4,4,2,-1,-3
716,Who'sCTEKS,USA,Connecticut,Falls Village,NE,CTWAT,MABRI,*,,1,3,,,,,0.8950937701,,,2,,-2,,
743,Technobots,USA,New York,Bronx,Regional,NYNY,NYRO,*,,2,6,,,,,0.7373304118,,,0,,-4,,
744,Shark Attack,USA,Florida,Fort Lauderdale,Regional,FLFL,FLTA,*,,2,4,,,,,0.6756285362,,,0,,-2,,
749,Ctrl V,USA,Oregon,Corvallis,PNW,ORSAL,ORWIL,*,,1,3,,,,,0.6020387786,,,3,,-2,,
751,barn2robotics,USA,California,Portola Valley,Regional,CASJ,CAEG,*,,3,5,,,,,0.2288650192,,,0,,-2,,
752,The Chargers,USA,New Jersey,Newark,FMA,NJTAB,NJSKI,*,,1,5,,,,,0.6498385735,,,0,,-4,,
753,High Desert Droids,USA,Oregon,Bend,PNW,ORSAL,ORWIL,*,,1,3,,,,,0.9932268509,,,3,,-2,,
766,M-A Bears,USA,California,Atherton,Regional,CASJ,CAAT,*,,3,5,,,,,0.3165088247,,,0,,-2,,
771,SWAT,Canada,Ontario,Oakville,ONT,ONHAM,ONNOR,*,,5,1,,,,,0.7892442037,,,5,,4,,
772,Sabre Bytes Robotics,Canada,Ontario,LaSalle,ONT,ONWIN,ONWAT,MIKE2,*,1,3,2,,,,0.546726177,0.4673774587,,0,1,-2,-1,1
781,Kinetic Knights,Canada,Ontario,Kincardine,ONT,ONWAT,ONNOR,*,,3,1,,,,,0.5309501703,,,5,,2,,
801,Horsepower,USA,Florida,Merritt Island,Regional,FLOR,ALHU,*,,6,4,,,,,0.9364512049,,,0,,2,,
806,The Brooklyn Blacksmiths,USA,New York,Brooklyn,Regional,NYNY,NYHE,MOSE,*,2,3,5,,,,0.1910397159,0.668198321,,0,0,-1,-3,-2
810,The Mechanical Bulls,USA,New York,Smithtown,Regional,NYHE,NYSU,*,,3,5,,,,,0.9970761374,,,0,,-2,,
811,Wild Cards,USA,New Hampshire,Nashua,NE,NHSAL,NHDUR,*,,5,2,,,,,0.8543771148,,,1,,3,,
812,The Midnight Mechanics,USA,California,La Jolla,Regional,CALJ,CACM,*,,5,4,,,,,0.2115005783,,,0,,1,,
815,Advanced Power,USA,Michigan,Allen Park,FIM,MIBCT,MIREN,*,,3,1,,,,,0.3529185365,,,0,,2,,
816,Anomaly,USA,New Jersey,Mount Holly,FMA,PABEN,PAHOR,*,,2,4,,,,,0.4057595487,,,4,,-2,,
818,The Steel Armadillos,USA,Michigan,Warren,FIM,MISTE,MITR2,*,,5,3,,,,,0.4417652045,,,0,,2,,
829,The Digital Goats,USA,Indiana,Indianapolis,FIN,INPLA,INWAS,SCGRE,*,1,4,2,,,,0.577020129,0.8733780332,,1,5,-3,-1,2
830,The RatPack,USA,Michigan,Ann Arbor,FIM,MIANN,MIBRO,*,,1,3,,,,,0.2909157035,,,0,,-2,,
832,OSCAR,USA,Georgia,Roswell,PCH,GALAW,GACAR,*,,3,2,,,,,0.9037882256,,,0,,1,,
834,SparTechs,USA,Pennsylvania,Center Valley,FMA,NJWAS,NJSKI,*,,1,5,,,,,0.1610096315,,,0,,-4,,
836,The RoboBees,USA,Maryland,Hollywood,CHS,VAFAL,VAPOR,MDOWI,*,3,4,1,,,,0.436754234,0.137594415,,11,3,-1,2,3
839,Rosie Robotics,USA,Massachusetts,Feeding Hills,NE,MASPR,CTHAR,*,,3,2,,,,,0.07523671469,,,2,,1,,
840,Aragon Robotics Team,USA,California,San Mateo,Regional,CASF,CAFR,*,,4,2,,,,,0.4142053472,,,0,,2,,
841,The BioMechs,USA,California,Richmond,Regional,CABE,CASF,CAP2,*,6,4,2,,,,0.5555400476,0.868408045,,0,0,2,4,2
846,The Funky Monkeys,USA,California,San Jose,Regional,CASJ,OKTU,*,,3,5,,,,,0.2653214917,,,0,,-2,,
847,PHRED,USA,Oregon,Philomath,PNW,ORSAL,ORWIL,*,,1,3,,,,,0.661809103,,,3,,-2,,
852,Acropolis Robotics,USA,California,Danville,Regional,CABE,CASF,*,,6,4,,,,,0.9245503216,,,0,,2,,
854,Iron Bears,Canada,Ontario,Etobicoke,ONT,ONTOR,ONBAR,*,,2,3,,,,,0.6511000332,,,7,,-1,,
857,Superior Roboworks,USA,Michigan,Houghton,FIM,MIESC,MISSM,*,,5,2,,,,,0.8628541458,,,1,,3,,
858,Demons Robotics,USA,Michigan,Wyoming,FIM,MIKEN,MIMUS,MISAG,*,2,4,3,,,,0.1938286361,0.1593389359,,0,0,-2,-1,1
862,Lightning Robotics,USA,Michigan,Canton,FIM,MILIV,MIANN,MIMTP,*,2,1,4,,,,0.2947863612,0.2801285462,,0,0,1,-2,-3
865,WARP7,Canada,Ontario,Toronto,ONT,ONTOR,ONNEW,*,,2,5,,,,,0.7697676806,,,5,,-3,,
867,Absolute Value,USA,California,Arcadia,Regional,CALA,*,,,3,,,,,,0.9075663822,,,,,3,,
868,TechHOUNDS,USA,Indiana,Carmel,FIN,INPLA,INWAS,INCOL,*,1,4,2,,,,0.2835842964,0.1502150266,,1,3,-3,-1,2
870,TEAM R. I. C. E.,USA,New York,Southold,Regional,NYHE,NYSU,*,,3,5,,,,,0.5086796185,,,0,,-2,,
871,Robotechs,USA,New York,West Islip,Regional,NYHE,NYNY,*,,3,2,,,,,0.1432402881,,,0,,1,,
876,Thunder Robotics,USA,North Dakota,Hatton-Northwood,Regional,NDGF,ILCH,*,,4,1,,,,,0.5467602792,,,0,,3,,
877,Pi Rho 'botics @ North Star,USA,North Dakota,Cando,Regional,NDGF,*,,,4,,,,,,0.7311358847,,,,,4,,
884,Mechanical Mules,USA,New York,Malverne,Regional,NYHE,NYNY,*,,3,2,,,,,0.1369715394,,,0,,1,,
888,Robotiators,USA,Maryland,Glenelg,CHS,MDOWI,MDSEV,VAGLE,*,1,2,3,,,,0.9543196999,0.591725318,,8,10,-1,-2,-1
894,The Power Chargers,USA,Michigan,Flint,FIM,MIKE1,MITR1,*,,1,2,,,,,0.1427554563,,,0,,-1,,
900,The Zebracorns,USA,North Carolina,Durham,FNC,NCCHA,NCASH,*,,1,5,,,,,0.1139566135,,,4,,-4,,
904,D Cubed,USA,Michigan,Grand Rapids,FIM,MIKEN,MIALP,MIBCT,*,2,5,3,,,,0.922286563,0.03983698475,,1,0,-3,-1,2
910,The Foley Freeze,USA,Michigan,Madison Heights,FIM,MIREN,MIALP,INMIS,*,1,5,3,,,,0.8036991054,0.5589684962,,1,3,-4,-2,2
930,Mukwonago BEARs,USA,Wisconsin,Mukwonago,Regional,WIMI,OHCI,MNDU2,*,3,6,5,,,,0.4474540316,0.271763822,,0,0,-3,-2,1
931,Perpetual Chaos,USA,Missouri,Saint Louis,Regional,MOSL,MOSE,*,,4,5,,,,,0.6904422487,,,0,,-1,,
935,RaileRobotics,USA,Kansas,Newton,Regional,KSSH,OKTU,*,,1,5,,,,,0.8185697476,,,0,,-4,,
937,Nerd Herd,USA,Kansas,Overland Park,Regional,KSSH,MOLS,*,,1,3,,,,,0.4985664541,,,0,,-2,,
948,NRG (Newport Robotics Group),USA,Washington,Bellevue,PNW,WABEL,WABON,*,,3,4,,,,,0.4177301841,,,4,,-1,,
949,Wolverine Robotics,USA,Washington,Bellevue,PNW,WABEL,WASNO,*,,3,5,,,,,0.1002275031,,,5,,-2,,
955,Ctrl C,USA,Oregon,Corvallis,PNW,ORSAL,WAYAK,WABON,*,1,2,4,,,,0.5219497837,0.5744065358,,5,4,-1,-3,-2
957,SWARM - South and West Albany Robotics Maniacs,USA,Oregon,Albany,PNW,ORSAL,ORWIL,*,,1,3,,,,,0.4902031986,,,3,,-2,,
967,Iron Lions,USA,Iowa,Marion,Regional,IACF,MNDU2,*,,4,5,,,,,0.6035590959,,,0,,-1,,
968,RAWC (Robotics Alliance Of West Covina),USA,California,West Covina,Regional,CALA,CALJ,*,*,3,5,,,,,0.4155396374,0.01106877805,,0,,-2,3,5
971,Spartan Robotics,USA,California,Mountain View,Regional,CASJ,CAAT,*,,3,5,,,,,0.5152750108,,,0,,-2,,
972,Iron Claw,USA,California,Los Gatos,Regional,CASJ,CABE,*,*,3,6,,,,,0.2496713918,0.08012810528,,0,,-3,3,6
973,Greybots,USA,California,Atascadero,Regional,CAAT,CAP1,CABE,*,5,1,6,,,,0.5417774591,0.3794459495,,0,0,4,-1,-5
977,Cometbots,USA,Virginia,South Boston,CHS,VABLA,VAGLE,NCWAK,*,5,3,2,,,,0.2003577079,0.7110227535,,10,3,2,3,1
980,ThunderBots,USA,California,Burbank,Regional,CALA,CAP1,*,,3,1,,,,,0.9151708534,,,0,,2,,
987,HIGHROLLERS,USA,Nevada,Las Vegas,Regional,NVLV,AZTE,CAP1,*,3,6,1,,,,0.3638464018,0.5633839804,,0,0,-3,2,5
988,Steel Phoenix,USA,Nevada,Las Vegas,Regional,NVLV,*,,,3,,,,,,0.8705937341,,,,,3,,
991,BroncoBots,USA,Arizona,Phoenix,Regional,AZTE,NVLV,*,,6,3,,,,,0.3679355219,,,0,,3,,
997,Spartan Robotics,USA,Oregon,Corvallis,PNW,ORSAL,ORWIL,*,,1,3,,,,,0.9583197857,,,3,,-2,,
999,MechaRAMS,USA,Connecticut,Cheshire,NE,CTWAT,CTHAR,*,,1,2,,,,,0.1584661026,,,2,,-1,,
1002,CircuitRunners Robotics,USA,Georgia,Marietta,PCH,GALAW,GAALB,*,,3,1,,,,,0.943443452,,,2,,2,,
1011,CRUSH,USA,Arizona,Tucson,Regional,AZTE,AZSC,*,,6,2,,,,,0.7922852944,,,0,,4,,
1014,Bad Robots,USA,Ohio,Dublin,Regional,OHCI,TNKN,*,,6,1,,,,,0.7927650393,,,0,,5,,
1018,Pike RoboDevils,USA,Indiana,Indianapolis,FIN,INPLA,INMIS,INWAS,*,1,3,4,,,,0.2105321441,0.005443290965,,3,1,-2,-3,-1
1023,Bedford Express,USA,Michigan,Temperance,FIM,MIBCT,MIMTP,MILUD,*,3,4,1,,,,0.565510573,0.641520251,,0,0,-1,2,3
1024,Kil-A-Bytes,USA,Indiana,Indianapolis,FIN,INPLA,INMIS,INCOL,*,1,3,2,,,,0.8255078803,0.07559651884,,3,3,-2,-1,1
1025,Impi Warriors,USA,Michigan,Ferndale,FIM,MIREN,MIMUS,*,,1,4,,,,,0.3503923843,,,0,,-3,,
1027,Mechatronic Maniacs,USA,Massachusetts,West Springfield,NE,MASPR,MAWOR,*,,3,4,,,,,0.1993120728,,,2,,-1,,
1038,Lakota Robotics,USA,Ohio,Liberty Township ,Regional,OHCI,OHCL,*,*,6,3,,,,,0.1022135314,0.1815470108,,0,,3,6,3
1051,Technical Terminators,USA,South Carolina,Mullins,FSC,SCNCH,SCGRE,SCAND,*,4,2,1,,,,0.1003945429,0.9774655737,,5,7,2,3,1
1056,Hot Rocks,USA,Hawaii,Hilo,Regional,HIHO,FLTA,*,,2,4,,,,,0.4683444227,,,0,,-2,,
1058,PVC Pirates,USA,New Hampshire,Londonderry,NE,NHSAL,CTHAR,*,,5,2,,,,,0.163356076,,,2,,3,,
1071,Team MAX,USA,Connecticut,Wolcott,NE,CTWAT,MASPR,NHSAL,*,1,3,5,,,,0.6161802942,0.6831369998,,3,2,-2,-4,-2
1072,Harker Robotics,USA,California,San Jose,Regional,CASJ,CASF,*,,3,4,,,,,0.2565145562,,,0,,-1,,
1073,The Force Team,USA,New Hampshire,Hollis,NE,NHSAL,MAREA,*,,5,4,,,,,0.09997471528,,,2,,1,,
1076,Pi Hi Samurai,USA,Michigan,Ann Arbor,FIM,MIANN,MIBEL,*,,1,4,,,,,0.3803555106,,,0,,-3,,
1086,Blue Cheese,USA,Virginia,Glen Allen,CHS,VAGLE,VABLA,*,,3,5,,,,,0.8777137983,,,11,,-2,,
1089,Team Mercury,USA,New Jersey,Hightstown,FMA,NJALL,PABEN,*,,4,2,,,,,0.5180418249,,,0,,2,,
1091,Oriole Assault,USA,Wisconsin,Hartford,Regional,WIMI,WILC,*,,3,6,,,,,0.410049461,,,0,,-3,,
1099,DiscoTechs,USA,Connecticut,Brookfield,NE,CTWAT,MABRI,*,,1,3,,,,,0.7673347014,,,2,,-2,,
1100,Inverse Polarity,USA,Massachusetts,Northborough/Southborough,NE,MAWOR,RIKIN,CTHAR,*,4,5,2,,,,0.06347543068,0.06682453735,,0,2,-1,2,3
1102,M'Aiken Magic,USA,South Carolina,Aiken,FSC,SCGRE,SCNCH,SCAND,*,2,4,1,,,,0.3728624524,0.05008042984,,6,7,-2,1,3
1108,Panther Robotics,USA,Kansas,Paola,Regional,KSSH,MOSE,*,,1,5,,,,,0.7842568415,,,0,,-4,,
1111,Power Hawks Robotics,USA,Maryland,Edgewater,CHS,MDSEV,MDOWI,*,,2,1,,,,,0.9105816137,,,3,,1,,
1114,Simbotics,Canada,Ontario,St Catharines,ONT,ONHAM,ONBAR,*,,5,3,,,,,0.7090910966,,,7,,2,,
1119,Pup Cups,USA,Massachusetts,Walpole,NE,MABRI,MAREV,*,,3,1,,,,,0.955045031,,,2,,2,,
1126,SPARX,USA,New York,Webster,Regional,NYRO,PAPI,*,,6,2,,,,,0.2996853804,,,0,,4,,
1138,Eagle Engineering,USA,California,West Hills,Regional,CALA,CODE,*,,3,6,,,,,0.5778867289,,,0,,-3,,
1143,Cruzin' Comets,USA,Pennsylvania,Clarks Summit,FMA,NJWAS,NJFLA,*,,1,3,,,,,0.01361046735,,,0,,-2,,
1148,Harvard Westlake Robotics,USA,California,Studio City,Regional,CALA,CAAV,*,*,3,6,,,,,0.1165435345,0.04679342353,,0,,-3,3,6
1153,Timberwolves,USA,Massachusetts,Walpole,NE,MABRI,MAREV,*,,3,1,,,,,0.0007842319271,,,2,,2,,
1155,SciBorgs,USA,New York,Bronx,Regional,NYNY,NYSU,*,,2,5,,,,,0.8400742231,,,0,,-3,,
1156,Under Control,Brazil,,Novo Hamburgo,Regional,BRBR,NYAL,*,,1,4,,,,,0.9072273643,,,0,,-3,,
1159,Ramona Rampage,USA,California,Alhambra,Regional,CALA,CAP1,*,,3,1,,,,,0.589042597,,,0,,2,,
1160,Titanium Robotics,USA,California,San Marino,Regional,CALA,CAAT,*,,3,5,,,,,0.4044196735,,,0,,-2,,
1164,Project NEO,USA,New Mexico,Las Cruces,FIT,TXAMA,TXBEL,*,,1,2,,,,,0.7344727056,,,0,,-1,,
1165,Team Paradise,USA,Arizona,Phoenix,Regional,AZTE,AZSC,CAAT,*,6,2,5,,,,0.3883946011,0.6115897946,,0,0,4,1,-3
1168,Malvern Robotics,USA,Pennsylvania,Malvern,FMA,PAPHI,PAHOR,*,,3,4,,,,,0.08314346154,,,4,,-1,,
1178,DURT (De Smet Ultimate Robotics Team),USA,Missouri,Saint Louis,Regional,MOSL,*,,,4,,,,,,0.01799440651,,,,,4,,
1188,Ravens,USA,Michigan,Royal Oak,FIM,MIREN,MIALP,*,,1,5,,,,,0.7398874518,,,1,,-4,,
1189,Gearheads,USA,Michigan,Grosse Pointe,FIM,MIDET,MIHIG,*,,4,5,,,,,0.5124447789,,,0,,-1,,
1197,TorBots,USA,California,Torrance,Regional,CALA,CAFR,*,,3,2,,,,,0.6496282658,,,0,,1,,
1208,Metool Brigade,USA,Illinois,O Fallon,Regional,MOSL,MOSE,*,,4,5,,,,,0.2961967104,,,0,,-1,,
1209,Robo Hornets,USA,Oklahoma,Tulsa,Regional,OKTU,OKOK,*,,5,2,,,,,0.2008000545,,,0,,3,,
1212,Sentinels,USA,Arizona,Chandler,Regional,AZTE,*,,,6,,,,,,0.07105326157,,,,,6,,
1218,SCH Robotics,USA,Pennsylvania,Philadelphia,FMA,PAPHI,PABEN,*,,3,2,,,,,0.1363291708,,,0,,1,,
1225,The Gorillas,USA,North Carolina,Hendersonville,FNC,NCASH,NCMEC,SCGRE,*,5,4,2,,,,0.3847988894,0.8918781904,,8,5,1,3,2
1241,THEORY6,Canada,Ontario,Mississauga,ONT,ONTOR,ONWAT,ONNEW,*,2,3,5,,,,0.2379352565,0.06957557004,,0,5,-1,-3,-2
1246,Agincourt Skunkworks,Canada,Ontario,Scarborough,ONT,ONSCA,ONOSH,*,,4,2,,,,,0.4403578368,,,9,,2,,
1247,"Blood, Sweat, and Gears",USA,New Hampshire,North Sutton,NE,NHDUR,NHSAL,*,,2,5,,,,,0.1141681145,,,2,,-3,,
1250,Gator-Bots,USA,Michigan,Dearborn,FIM,MIREN,MIBEL,*,,1,4,,,,,0.2040260281,,,0,,-3,,
1255,Blarglefish,USA,Texas,Baytown,FIT,TXCLE,TXKAT,*,,5,3,,,,,0.6129989402,,,4,,2,,
1257,Parallel Universe,USA,New Jersey,Scotch Plains,FMA,NJSKI,NJTAB,PAPHI,*,5,1,3,,,,0.2952747985,0.3276453642,,5,0,4,2,-2
1259,Paradigm Shift,USA,Wisconsin,Pewaukee,Regional,WIMI,WILC,*,,3,6,,,,,0.2172218372,,,0,,-3,,
1261,Robo Lions,USA,Georgia,Suwanee,PCH,GALAW,GAALB,SCNCH,*,3,1,4,,,,0.9093667002,0.8062855194,,2,6,2,-1,-3
1262,the STAGS,USA,Virginia,Martinsville,CHS,VABLA,VAGLE,*,,5,3,,,,,0.477305412,,,10,,2,,
1266,The Devil Duckies,USA,California,San Diego,Regional,CALJ,CAP2,*,,5,2,,,,,0.8885286502,,,0,,3,,
1277,The Robotomies,USA,Massachusetts,Groton,NE,NHSAL,NHDUR,*,,5,2,,,,,0.4442059963,,,1,,3,,
1279,Cold Fusion,USA,New Jersey,Somerville,FMA,NJSKI,NJTAB,PAPHI,*,5,1,3,,,,0.5343003582,0.02382286718,,5,0,4,2,-2
1280,Ragin' C-Biscuits,USA,California,Danville,Regional,CABE,CAFR,*,,6,2,,,,,0.9271757617,,,0,,4,,
1285,The Biggest Birds,Canada,Ontario,Mississauga,ONT,ONTOR,ONWIN,ONSCA,*,2,1,4,,,,0.3751385648,0.5663254987,,5,7,1,-2,-3
1287,Aluminum Assault,USA,South Carolina,Myrtle Beach,FSC,SCNCH,SCAND,SCGRE,*,4,1,2,,,,0.6025612883,0.3570474342,,7,5,3,2,-1
1288,RAVEN Robotics,USA,Missouri,Saint Charles,Regional,MOSL,MOLS,*,,4,3,,,,,0.6672660062,,,0,,1,,
1293,Pandamaniacs,USA,South Carolina,Columbia,FSC,SCGRE,SCAND,SCNCH,*,2,1,4,,,,0.8134039848,0.8406504004,,7,6,1,-2,-3
1294,Pack of Parts,USA,Washington,Sammamish,PNW,WABEL,WAAUB,*,,3,2,,,,,0.2265817708,,,5,,1,,
1296,Full Metal Jackets,USA,Texas,Rockwall,FIT,TXPLA,TXWAC,*,,5,1,,,,,0.7413634535,,,1,,4,,
1303,WYOHAZARD,USA,Wyoming,Casper,Regional,CODE,*,,,6,,,,,,0.3442997576,,,,,6,,
